origination_year,"[0.0, 12.0)","[12.0, 24.0)","[24.0, 36.0)","[36.0, 60.0)","[60.0, 84.0)","[84.0, 120.0)","[120.0, 180.0)","[180.0, 240.0)","[240.0, 360.0)","[360.0, inf)"
2019,0.03173675665066819,0.0074705513533704195,0.0060966247279098966,0.006363358288662792,0.005235902676510776,,,,,
2020,0.02136544449844304,0.006466337010270064,0.004849884526558892,0.0059234411158998745,0.0032505744549683347,,,,,
